3.600000, 1.299849	1.279410
3.700000, 1.306833	1.284912
3.800000, 1.313473	1.290064
3.900000, 1.319794	1.294894
4.000000, 1.325818	1.299426
4.100000, 1.331565	1.303683
4.200000, 1.337053	1.307687
4.300000, 1.342300	1.311455
4.400000, 1.347320	1.315007
4.500000, 1.352127	1.318356
4.600000, 1.356736	1.321519
4.700000, 1.361156	1.324507
4.800000, 1.365401	1.327333
4.900000, 1.369479	1.330008
5.000000, 1.373401	1.332543
5.100000, 1.377174	1.334947
5.200000, 1.380808	1.337228
5.300000, 1.384309	1.339394
5.400000, 1.387686	1.341453
5.500000, 1.390943	1.343412
5.600000, 1.394087	1.345276
5.700000, 1.397125	1.347052
5.800000, 1.400061	1.348745
5.900000, 1.402900	1.350360
6.000000, 1.405648	1.351901
6.100000, 1.408307	1.353373
6.200000, 1.410883	1.354780
6.300000, 1.413379	1.356126
6.400000, 1.415800	1.357414
6.500000, 1.418147	1.358647
6.600000, 1.420425	1.359828
6.700000, 1.422636	1.360960
6.800000, 1.424784	1.362046
6.900000, 1.426871	1.363088
7.000000, 1.428899	1.364088
7.100000, 1.430872	1.365049
7.200000, 1.432790	1.365973
7.300000, 1.434657	1.366861
7.400000, 1.436475	1.367715
7.500000, 1.438245	1.368538
7.600000, 1.439969	1.369329
7.700000, 1.441649	1.370092
7.800000, 1.443287	1.370827
7.900000, 1.444884	1.371535
8.000000, 1.446441	1.372219
8.100000, 1.447961	1.372878
8.200000, 1.449444	1.373515
8.300000, 1.450892	1.374130
8.400000, 1.452306	1.374724
8.500000, 1.453688	1.375298
8.600000, 1.455037	1.375853
8.700000, 1.456356	1.376389
8.800000, 1.457645	1.376908
8.900000, 1.458906	1.377411
9.000000, 1.460139	1.377897
9.100000, 1.461345	1.378368
9.200000, 1.462526	1.378825
9.300000, 1.463681	1.379267
9.400000, 1.464812	1.379696
9.500000, 1.465919	1.380112
9.600000, 1.467004	1.380515
9.700000, 1.468066	1.380906
9.800000, 1.469107	1.381286
9.900000, 1.470128	1.381655
10.000000, 1.471128	1.382013
10.100000, 1.472108	1.382360
10.200000, 1.473069	1.382698
10.300000, 1.474012	1.383026
10.400000, 1.474937	1.383346
10.500000, 1.475845	1.383656
10.600000, 1.476735	1.383958
10.700000, 1.477609	1.384252
10.800000, 1.478467	1.384538
10.900000, 1.479309	1.384816
11.000000, 1.480136	1.385087
11.100000, 1.480949	1.385350
11.200000, 1.481747	1.385607
11.300000, 1.482531	1.385857
11.400000, 1.483301	1.386101
11.500000, 1.484058	1.386339
11.600000, 1.484802	1.386571
11.700000, 1.485533	1.386796
11.800000, 1.486253	1.387017
11.900000, 1.486960	1.387232
12.000000, 1.487655	1.387441
12.100000, 1.488339	1.387646
12.200000, 1.489012	1.387846
12.300000, 1.489674	1.388041
12.400000, 1.490325	1.388231
12.500000, 1.490966	1.388417
12.600000, 1.491597	1.388599
12.700000, 1.492218	1.388776
12.800000, 1.492830	1.388949
12.900000, 1.493432	1.389119
13.000000, 1.494024	1.389284
13.100000, 1.494608	1.389446
13.200000, 1.495183	1.389604
13.300000, 1.495750	1.389759
13.400000, 1.496308	1.389911
13.500000, 1.496857	1.390059
13.600000, 1.497399	1.390204
